timestamp height class x y
1616590523.9070978 149.0 H 666 561
1616590523.9070978 149.0 P 693 446
1616590523.9070978 149.0 P 653 447
1616590523.9070978 -54.0 H 254 353
1616590523.9070978 -54.0 P 254 230
1616590523.9070978 -54.0 P 217 252
1616590524.2300105 -26.0 H 684 459
1616590524.2300105 -26.0 P 723 380
1616590524.2300105 -26.0 P 677 356
1616590524.2300105 -26.0 P 728 530
1616590524.2300105 -57.0 H 283 415
1616590524.2300105 -57.0 P 326 298
1616590524.2300105 -57.0 P 285 285
1616590524.2300105 -57.0 P 226 304
1616590524.2300105 -57.0 P 204 417
1616590524.2300105 -57.0 P 264 524
1616590524.577695 1081.0 H 324 526
1616590524.577695 1081.0 P 381 418
1616590524.577695 1081.0 P 345 399
1616590524.577695 1081.0 P 291 410
1616590524.577695 1081.0 P 255 523
1616590524.577695 1081.0 P 287 626
1616590524.577695 123.0 H 767 383
1616590524.577695 123.0 P 825 299
1616590524.577695 123.0 P 784 280
1616590524.577695 123.0 P 756 294
1616590524.577695 123.0 P 806 458
1616590524.9097266 1081.0 H 306 588
1616590524.9097266 1081.0 P 367 484
1616590524.9097266 1081.0 P 333 469
1616590524.9097266 1081.0 P 280 480
1616590524.9097266 1081.0 P 240 562
1616590524.9097266 1081.0 P 265 680
1616590524.9097266 151.0 H 790 360
1616590524.9097266 151.0 P 822 441
1616590525.2326407 1081.0 H 282 598
1616590525.2326407 1081.0 P 342 496
1616590525.2326407 1081.0 P 307 479
1616590525.2326407 1081.0 P 253 493
1616590525.2326407 1081.0 P 214 577
1616590525.2326407 1081.0 P 243 690
1616590525.2326407 156.0 H 802 349
1616590525.2326407 156.0 P 850 251
1616590525.2326407 156.0 P 844 245
1616590525.5646646 1081.0 H 236 516
1616590525.5646646 1081.0 P 289 416
1616590525.5646646 1081.0 P 252 404
1616590525.5646646 1081.0 P 195 420
1616590525.5646646 1081.0 P 310 450
1616590525.5646646 141.0 H 772 369
1616590525.5646646 141.0 P 804 455
1616590525.5646646 141.0 P 815 263
1616590525.896708 67.0 H 720 440
1616590525.896708 67.0 P 771 358
1616590525.896708 67.0 P 726 337
1616590525.896708 67.0 P 693 347
1616590525.896708 67.0 P 786 394
1616590525.896708 60.0 H 221 390
1616590525.896708 60.0 P 265 286
1616590525.896708 60.0 P 225 275
1616590525.896708 60.0 P 169 292
1616590525.896708 60.0 P 142 379
1616590525.896708 60.0 P 199 486
1616590526.2352412 115.0 H 631 524
1616590526.2352412 115.0 P 660 432
1616590526.2352412 115.0 P 619 419
1616590526.2352412 1081.0 H 227 311
1616590526.2352412 1081.0 P 268 200
1616590526.2352412 1081.0 P 226 187
1616590526.2352412 1081.0 P 170 204
1616590526.2352412 1081.0 P 146 308
1616590526.2352412 1081.0 P 297 240
1616590526.5672638 1081.0 H 600 528
1616590526.5672638 1081.0 P 623 443
1616590526.5672638 1081.0 P 582 431
1616590526.5672638 1081.0 P 548 446
1616590526.5672638 1081.0 H 253 381
1616590526.5672638 1081.0 P 302 269
1616590526.5672638 1081.0 P 264 253
1616590526.5672638 1081.0 P 206 268
1616590526.5672638 1081.0 P 178 361
1616590526.5672638 1081.0 P 225 482
1616590526.89929 57.0 H 236 475
1616590526.89929 57.0 P 284 369
1616590526.89929 57.0 P 244 357
1616590526.89929 57.0 P 192 374
1616590526.89929 57.0 P 163 477
1616590526.89929 57.0 P 307 408
1616590526.89929 -30.0 H 606 440
1616590526.89929 -30.0 P 629 361
1616590526.89929 -30.0 P 588 349
1616590526.89929 -30.0 P 558 363
1616590526.89929 -30.0 P 653 392
1616590527.2378232 -4.0 H 170 526
1616590527.2378232 -4.0 P 212 411
1616590527.2378232 -4.0 P 170 401
1616590527.2378232 -4.0 P 116 423
1616590527.2378232 -4.0 P 92 523
1616590527.2378232 -4.0 P 149 629
1616590527.2378232 -9.0 H 687 362
1616590527.2378232 -9.0 P 694 278
1616590527.2378232 -9.0 P 653 273
1616590527.2378232 -9.0 P 724 401
1616590527.2378232 -9.0 P 725 297
1616590527.569846 -34.0 H 156 575
1616590527.569846 -34.0 P 196 462
1616590527.569846 -34.0 P 156 452
1616590527.569846 -34.0 P 100 474
1616590527.569846 -34.0 P 78 578
1616590527.569846 -34.0 P 137 681
1616590527.569846 -5.0 H 894 360
1616590527.569846 -5.0 P 948 393
1616590527.569846 -5.0 P 924 282
1616590527.9064403 -26.0 H 155 577
1616590527.9064403 -26.0 P 199 473
1616590527.9064403 -26.0 P 158 464
1616590527.9064403 -26.0 P 105 482
1616590527.9064403 -26.0 P 78 568
1616590527.9064403 -26.0 P 225 507
1616590527.9064403 113.0 H 1018 364
1616590527.9064403 113.0 P 1059 391
1616590527.9064403 113.0 P 1069 292
1616590528.2384586 17.0 H 121 591
1616590528.2384586 17.0 P 156 487
1616590528.2384586 17.0 P 115 480
1616590528.2384586 17.0 P 61 502
1616590528.2384586 17.0 P 44 596
1616590528.2384586 17.0 P 110 691
1616590528.2384586 100.0 H 1074 342
1616590528.2384586 100.0 P 1110 369
1616590528.2384586 100.0 P 1126 279
1616590528.5770044 1081.0 H 101 611
1616590528.5770044 1081.0 P 142 507
1616590528.5770044 1081.0 P 100 498
1616590528.5770044 1081.0 P 48 518
1616590528.5770044 1081.0 P 23 605
1616590528.5770044 1081.0 P 168 536
1616590528.5770044 38.0 H 1093 320
1616590528.9090488 1081.0 H 64 625
1616590528.9090488 1081.0 P 108 517
1616590528.9090488 1081.0 P 66 507
1616590528.9090488 1081.0 P 10 524
1616590528.9090488 1081.0 P 136 558
1616590528.9090488 47.0 H 1079 345
1616590528.9090488 47.0 P 1149 282
1616590529.2410705 1081.0 H 55 650
1616590529.2410705 1081.0 P 91 554
1616590529.2410705 1081.0 P 48 543
1616590529.2410705 1081.0 P 0 568
1616590529.2410705 1081.0 P 118 591
1616590529.2410705 1081.0 H 1063 372
1616590529.2410705 1081.0 P 1103 384
1616590529.2410705 1081.0 P 1131 309
1616590529.5640075 1081.0 H 60 658
1616590529.5640075 1081.0 P 91 567
1616590529.5640075 1081.0 P 49 561
1616590529.5640075 1081.0 P 120 603
1616590529.5640075 0.0 H 1025 373
1616590529.8960447 1081.0 H 72 630
1616590529.8960447 1081.0 P 115 534
1616590529.8960447 1081.0 P 76 525
1616590529.8960447 1081.0 P 22 546
1616590529.8960447 1081.0 P 0 675
1616590529.8960447 1081.0 P 144 570
1616590529.8960447 -30.0 H 824 341
1616590529.8960447 -30.0 P 835 392
1616590529.8960447 -30.0 P 883 265
1616590530.2436955 -85.0 H 112 576
1616590530.2436955 -85.0 P 182 483
1616590530.2436955 -85.0 P 147 466
1616590530.2436955 -85.0 P 95 473
1616590530.2436955 -85.0 P 49 550
1616590530.2436955 -85.0 P 57 664
1616590530.2436955 -47.0 H 494 483
1616590530.2436955 -47.0 P 522 400
1616590530.5666044 1081.0 H 216 652
1616590530.5666044 1081.0 P 241 532
1616590530.5666044 1081.0 H 77 539
1616590530.5666044 1081.0 P 135 435
1616590530.5666044 1081.0 P 78 434
1616590530.5666044 1081.0 P 21 507
1616590530.5666044 1081.0 P 5 623
1616590530.5666044 1081.0 P 43 637
1616590530.8986247 1081.0 H 192 654
1616590530.8986247 1081.0 P 212 545
1616590530.8986247 1081.0 H 30 517
1616590530.8986247 1081.0 P 64 505
1616590530.8986247 1081.0 P 57 448
1616590531.2306476 -36.0 H 193 638
1616590531.2306476 -36.0 P 228 527
1616590531.5692112 1081.0 H 168 629
1616590531.5692112 1081.0 P 224 644
1616590531.5692112 1081.0 P 216 524
1616590531.9012508 1081.0 H 102 636
